locus,Site,raw_count,adj_count,raw_prop,adj_prop,raw_sum,adj_sum,Start,End,cases,numClusters,Country,Study,Region
KL149,BGHOSPITAL 1,17,2,0.53125,0.166666666666667,32,12,2019,2020,34,14,South Africa,BabyGERMS,Southern Africa
KL149,BGHOSPITAL 4,5,2,0.384615384615385,0.333333333333333,13,6,2019,2020,22,11,South Africa,BabyGERMS,Southern Africa
KL64,CHRFDSH,4,2,0.0166666666666667,0.0298507462686567,240,67,2013,2021,254,77,Bangladesh,CHRF,Southern Asia
KL112,CHRFDSH,2,2,0.00833333333333333,0.0298507462686567,240,67,2013,2021,254,77,Bangladesh,CHRF,Southern Asia
KL54,CHRFDSH,7,2,0.0291666666666667,0.0298507462686567,240,67,2013,2021,254,77,Bangladesh,CHRF,Southern Asia
KL122,CHRFDSH,5,2,0.0208333333333333,0.0298507462686567,240,67,2013,2021,254,77,Bangladesh,CHRF,Southern Asia
KL10,CHRFDSH,6,2,0.025,0.0298507462686567,240,67,2013,2021,254,77,Bangladesh,CHRF,Southern Asia
KL36,CHRFDSH,6,2,0.025,0.0298507462686567,240,67,2013,2021,254,77,Bangladesh,CHRF,Southern Asia
KL17,CHRFDSH,3,2,0.0125,0.0298507462686567,240,67,2013,2021,254,77,Bangladesh,CHRF,Southern Asia
KL136,BAPP,3,2,0.130434782608696,0.153846153846154,23,13,2016,2017,30,20,Pakistan,BARNARDS,Southern Asia
KL48,JIPMER,3,2,0.0882352941176471,0.117647058823529,34,17,2019,2020,42,24,India,NeoOBS,Southern Asia
KL51,JIPMER,2,2,0.0588235294117647,0.117647058823529,34,17,2019,2020,42,24,India,NeoOBS,Southern Asia
KL10,JIPMER,2,2,0.0588235294117647,0.117647058823529,34,17,2019,2020,42,24,India,NeoOBS,Southern Asia
KL51,KEM-MUMBAI,2,2,0.105263157894737,0.133333333333333,19,15,2019,2020,22,18,India,NeoOBS,Southern Asia
KL24,KEM-MUMBAI,4,2,0.210526315789474,0.133333333333333,19,15,2019,2020,22,18,India,NeoOBS,Southern Asia
KL19,KEM-MUMBAI,2,2,0.105263157894737,0.133333333333333,19,15,2019,2020,22,18,India,NeoOBS,Southern Asia
KL39,KEM-MUMBAI,2,2,0.105263157894737,0.133333333333333,19,15,2019,2020,22,18,India,NeoOBS,Southern Asia
KL17,AKU_Karachi,2,2,0.0645161290322581,0.0740740740740741,31,27,2023,2023,34,30,Pakistan,AKU,Southern Asia
KL51,AKU_Quetta,2,2,0.2,0.222222222222222,10,9,2023,2023,10,9,Pakistan,AKU,Southern Asia
KL81,AKU_Hyderabaad,8,2,0.666666666666667,0.333333333333333,12,6,2023,2023,13,7,Pakistan,AKU,Southern Asia
KL15,AKU_Karachi,2,2,0.0645161290322581,0.0740740740740741,31,27,2023,2023,34,30,Pakistan,AKU,Southern Asia
KL10,AKU_Karachi,2,2,0.0645161290322581,0.0740740740740741,31,27,2023,2023,34,30,Pakistan,AKU,Southern Asia
KL64,AKU_Hyderabaad,2,2,0.166666666666667,0.333333333333333,12,6,2023,2023,13,7,Pakistan,AKU,Southern Asia
KL30,AKU_Karachi,2,2,0.0645161290322581,0.0740740740740741,31,27,2023,2023,34,30,Pakistan,AKU,Southern Asia
KL51,AIDH2,4,2,0.173913043478261,0.25,23,8,2019,2022,34,12,India,AIIMS,Southern Asia
KL24,AIDH2,5,2,0.217391304347826,0.25,23,8,2019,2022,34,12,India,AIIMS,Southern Asia
KL25,BGHOSPITAL 1,2,1,0.0625,0.0833333333333333,32,12,2019,2020,34,14,South Africa,BabyGERMS,Southern Africa
KL158,BGHOSPITAL 1,1,1,0.03125,0.0833333333333333,32,12,2019,2020,34,14,South Africa,BabyGERMS,Southern Africa
KL110,CHRFCMOSH,2,1,0.166666666666667,0.125,12,8,2013,2021,18,14,Bangladesh,CHRF,Southern Asia
KL3,CHRFDSH,1,1,0.00416666666666667,0.0149253731343284,240,67,2013,2021,254,77,Bangladesh,CHRF,Southern Asia
KL3,CHRFCMOSH,1,1,0.0833333333333333,0.125,12,8,2013,2021,18,14,Bangladesh,CHRF,Southern Asia
KL24,CHRFCMOSH,2,1,0.166666666666667,0.125,12,8,2013,2021,18,14,Bangladesh,CHRF,Southern Asia
KL52,CHRFDSH,1,1,0.00416666666666667,0.0149253731343284,240,67,2013,2021,254,77,Bangladesh,CHRF,Southern Asia
KL47,CHRFDSH,1,1,0.00416666666666667,0.0149253731343284,240,67,2013,2021,254,77,Bangladesh,CHRF,Southern Asia
KL25,CHRFCMOSH,1,1,0.0833333333333333,0.125,12,8,2013,2021,18,14,Bangladesh,CHRF,Southern Asia
KL128,CHRFDSH,1,1,0.00416666666666667,0.0149253731343284,240,67,2013,2021,254,77,Bangladesh,CHRF,Southern Asia
KL38,CHRFDSH,2,1,0.00833333333333333,0.0149253731343284,240,67,2013,2021,254,77,Bangladesh,CHRF,Southern Asia
KL24,CHRFDSH,1,1,0.00416666666666667,0.0149253731343284,240,67,2013,2021,254,77,Bangladesh,CHRF,Southern Asia
KL149,CHRFDSH,3,1,0.0125,0.0149253731343284,240,67,2013,2021,254,77,Bangladesh,CHRF,Southern Asia
KL62,CHRFDSH,18,1,0.075,0.0149253731343284,240,67,2013,2021,254,77,Bangladesh,CHRF,Southern Asia
KL155,CHRFDSH,1,1,0.00416666666666667,0.0149253731343284,240,67,2013,2021,254,77,Bangladesh,CHRF,Southern Asia
KL30,CHRFDSH,1,1,0.00416666666666667,0.0149253731343284,240,67,2013,2021,254,77,Bangladesh,CHRF,Southern Asia
KL141,CHRFDSH,1,1,0.00416666666666667,0.0149253731343284,240,67,2013,2021,254,77,Bangladesh,CHRF,Southern Asia
KL171,CHRFDSH,2,1,0.00833333333333333,0.0149253731343284,240,67,2013,2021,254,77,Bangladesh,CHRF,Southern Asia
KL183,CHRFDSH,1,1,0.00416666666666667,0.0149253731343284,240,67,2013,2021,254,77,Bangladesh,CHRF,Southern Asia
KL140,CHRFDSH,1,1,0.00416666666666667,0.0149253731343284,240,67,2013,2021,254,77,Bangladesh,CHRF,Southern Asia
KL81,CHRFCMOSH,3,1,0.25,0.125,12,8,2013,2021,18,14,Bangladesh,CHRF,Southern Asia
KL102,BANN,1,1,0.0476190476190476,0.0833333333333333,21,12,2016,2017,34,25,Nigeria,BARNARDS,Western Africa
KL116,BANN,2,1,0.0952380952380952,0.0833333333333333,21,12,2016,2017,34,25,Nigeria,BARNARDS,Western Africa
KL108,BANN,1,1,0.0476190476190476,0.0833333333333333,21,12,2016,2017,34,25,Nigeria,BARNARDS,Western Africa
KL117,BAPP,3,1,0.130434782608696,0.0769230769230769,23,13,2016,2017,30,20,Pakistan,BARNARDS,Southern Asia
KL24,BAPP,1,1,0.0434782608695652,0.0769230769230769,23,13,2016,2017,30,20,Pakistan,BARNARDS,Southern Asia
KL64,BAPP,1,1,0.0434782608695652,0.0769230769230769,23,13,2016,2017,30,20,Pakistan,BARNARDS,Southern Asia
KL112,JIPMER,3,1,0.0882352941176471,0.0588235294117647,34,17,2019,2020,42,24,India,NeoOBS,Southern Asia
KL52,JIPMER,1,1,0.0294117647058824,0.0588235294117647,34,17,2019,2020,42,24,India,NeoOBS,Southern Asia
KL136,JIPMER,1,1,0.0294117647058824,0.0588235294117647,34,17,2019,2020,42,24,India,NeoOBS,Southern Asia
KL36,JIPMER,1,1,0.0294117647058824,0.0588235294117647,34,17,2019,2020,42,24,India,NeoOBS,Southern Asia
KL62,JIPMER,1,1,0.0294117647058824,0.0588235294117647,34,17,2019,2020,42,24,India,NeoOBS,Southern Asia
KL30,JIPMER,1,1,0.0294117647058824,0.0588235294117647,34,17,2019,2020,42,24,India,NeoOBS,Southern Asia
KL64,JIPMER,1,1,0.0294117647058824,0.0588235294117647,34,17,2019,2020,42,24,India,NeoOBS,Southern Asia
KL47,KEM-MUMBAI,1,1,0.0526315789473684,0.0666666666666667,19,15,2019,2020,22,18,India,NeoOBS,Southern Asia
KL127,KEM-MUMBAI,1,1,0.0526315789473684,0.0666666666666667,19,15,2019,2020,22,18,India,NeoOBS,Southern Asia
KL38,KEM-MUMBAI,1,1,0.0526315789473684,0.0666666666666667,19,15,2019,2020,22,18,India,NeoOBS,Southern Asia
KL125,KEM-MUMBAI,2,1,0.105263157894737,0.0666666666666667,19,15,2019,2020,22,18,India,NeoOBS,Southern Asia
KL20,KEM-MUMBAI,1,1,0.0526315789473684,0.0666666666666667,19,15,2019,2020,22,18,India,NeoOBS,Southern Asia
KL25,KEM-MUMBAI,1,1,0.0526315789473684,0.0666666666666667,19,15,2019,2020,22,18,India,NeoOBS,Southern Asia
KL2,KEM-MUMBAI,2,1,0.105263157894737,0.0666666666666667,19,15,2019,2020,22,18,India,NeoOBS,Southern Asia
KL144,AKU_Karachi,1,1,0.032258064516129,0.037037037037037,31,27,2023,2023,34,30,Pakistan,AKU,Southern Asia
KL2,AKU_Karachi,1,1,0.032258064516129,0.037037037037037,31,27,2023,2023,34,30,Pakistan,AKU,Southern Asia
KL36,AKU_Karachi,2,1,0.0645161290322581,0.037037037037037,31,27,2023,2023,34,30,Pakistan,AKU,Southern Asia
KL14,AKU_Quetta,1,1,0.1,0.111111111111111,10,9,2023,2023,10,9,Pakistan,AKU,Southern Asia
KL105,AKU_Karachi,2,1,0.0645161290322581,0.037037037037037,31,27,2023,2023,34,30,Pakistan,AKU,Southern Asia
KL19,AKU_Karachi,2,1,0.0645161290322581,0.037037037037037,31,27,2023,2023,34,30,Pakistan,AKU,Southern Asia
KL54,AKU_Karachi,1,1,0.032258064516129,0.037037037037037,31,27,2023,2023,34,30,Pakistan,AKU,Southern Asia
KL52,AKU_Karachi,1,1,0.032258064516129,0.037037037037037,31,27,2023,2023,34,30,Pakistan,AKU,Southern Asia
KL114,AKU_Karachi,1,1,0.032258064516129,0.037037037037037,31,27,2023,2023,34,30,Pakistan,AKU,Southern Asia
KL10,AKU_Hyderabaad,1,1,0.0833333333333333,0.166666666666667,12,6,2023,2023,13,7,Pakistan,AKU,Southern Asia
KL155,AKU_Quetta,1,1,0.1,0.111111111111111,10,9,2023,2023,10,9,Pakistan,AKU,Southern Asia
KL64,AKU_Karachi,1,1,0.032258064516129,0.037037037037037,31,27,2023,2023,34,30,Pakistan,AKU,Southern Asia
KL17,AKU_Hyderabaad,1,1,0.0833333333333333,0.166666666666667,12,6,2023,2023,13,7,Pakistan,AKU,Southern Asia
KL24,AKU_Quetta,1,1,0.1,0.111111111111111,10,9,2023,2023,10,9,Pakistan,AKU,Southern Asia
KL136,AKU_Karachi,1,1,0.032258064516129,0.037037037037037,31,27,2023,2023,34,30,Pakistan,AKU,Southern Asia
KL64,AKU_Quetta,1,1,0.1,0.111111111111111,10,9,2023,2023,10,9,Pakistan,AKU,Southern Asia
KL10,AKU_Quetta,2,1,0.2,0.111111111111111,10,9,2023,2023,10,9,Pakistan,AKU,Southern Asia
KL81,AKU_Karachi,2,1,0.0645161290322581,0.037037037037037,31,27,2023,2023,34,30,Pakistan,AKU,Southern Asia
KL109,AKU_Karachi,1,1,0.032258064516129,0.037037037037037,31,27,2023,2023,34,30,Pakistan,AKU,Southern Asia
KL146,AKU_Quetta,1,1,0.1,0.111111111111111,10,9,2023,2023,10,9,Pakistan,AKU,Southern Asia
KL36,AKU_Quetta,1,1,0.1,0.111111111111111,10,9,2023,2023,10,9,Pakistan,AKU,Southern Asia
KL112,AKU_Karachi,1,1,0.032258064516129,0.037037037037037,31,27,2023,2023,34,30,Pakistan,AKU,Southern Asia
KL112,AIDH2,1,1,0.0434782608695652,0.125,23,8,2019,2022,34,12,India,AIIMS,Southern Asia
KL10,AIDH2,5,1,0.217391304347826,0.125,23,8,2019,2022,34,12,India,AIIMS,Southern Asia
KL15,AIDH2,6,1,0.260869565217391,0.125,23,8,2019,2022,34,12,India,AIIMS,Southern Asia
KL104,AIDH2,2,1,0.0869565217391304,0.125,23,8,2019,2022,34,12,India,AIIMS,Southern Asia
