locus,Site,raw_count,adj_count,raw_prop,adj_prop,raw_sum,adj_sum,Country,Region
OL13,CHRFCMOSH,3,1,0.25,0.125,12,8,Bangladesh,Southern Asia
O1.v1,BABC,4,1,0.666666666666667,0.333333333333333,6,3,Bangladesh,Southern Asia
O1.v1,BANK,1,1,0.5,0.5,2,2,Nigeria,Western Africa
O4,BANK,1,1,0.5,0.5,2,2,Nigeria,Western Africa
O2afg.v2,BANN,1,1,0.0476190476190476,0.0833333333333333,21,12,Nigeria,Western Africa
O12,BAPP,1,1,0.0434782608695652,0.0714285714285714,23,14,Pakistan,Southern Asia
O2a.v1,BAPP,1,1,0.0434782608695652,0.0714285714285714,23,14,Pakistan,Southern Asia
O3/O3a,AIIMSJP,1,1,0.037037037037037,0.0666666666666667,27,15,India,Southern Asia
OL13,AIIMSJP,1,1,0.037037037037037,0.0666666666666667,27,15,India,Southern Asia
OL13,AIIMSKM,1,1,0.0526315789473684,0.0666666666666667,19,15,India,Southern Asia
O3b,AIIMSKM,1,1,0.0526315789473684,0.0666666666666667,19,15,India,Southern Asia
O1.v2,Kilifi,1,1,1,1,1,1,Kenya,Eastern Africa
O1.v1,Mbagathi,1,1,1,1,1,1,Kenya,Eastern Africa
O3b,AKU_Quetta,1,1,0.1,0.111111111111111,10,9,Pakistan,Southern Asia
O3/O3a,AKU_Hyderabaad,1,1,0.0833333333333333,0.166666666666667,12,6,Pakistan,Southern Asia
OL13,AKU_Quetta,1,1,0.1,0.111111111111111,10,9,Pakistan,Southern Asia
O2a.v1,AKU_Karachi,1,1,0.032258064516129,0.037037037037037,31,27,Pakistan,Southern Asia
O1.v1,AKU_Hyderabaad,1,1,0.0833333333333333,0.166666666666667,12,6,Pakistan,Southern Asia
O3/O3a,AKU_Quetta,2,1,0.2,0.111111111111111,10,9,Pakistan,Southern Asia
O4,AKU_Quetta,1,1,0.1,0.111111111111111,10,9,Pakistan,Southern Asia
O1.v1,AIDH2,2,1,0.0434782608695652,0.125,46,8,India,Southern Asia
O3/O3a,AIDH2,10,1,0.217391304347826,0.125,46,8,India,Southern Asia
O4,AIDH2,12,1,0.260869565217391,0.125,46,8,India,Southern Asia
O1.v2,MBKorle Bu Hospital,1,1,0.142857142857143,0.333333333333333,7,3,Ghana,Western Africa
O2a.v1,MBUniversity Teaching Hospital,2,1,0.285714285714286,0.333333333333333,7,3,Zambia,Eastern Africa
